Date,Insulin,Glucose
1991-02-25,7.714285714285714,231.75
1991-03-04,9.055555555555555,209.53571428571428
1991-03-11,9.142857142857142,207.64285714285714
1991-03-18,9.476190476190476,179.28571428571428
1991-03-25,8.761904761904763,135.92857142857142
1991-04-01,7.52,152.35714285714286
1991-04-08,6.785714285714286,150.67857142857142
1991-04-15,6.964285714285714,151.07142857142858
1991-04-22,7.107142857142857,154.85714285714286
1991-04-29,7.178571428571429,149.07142857142858
1991-05-06,6.821428571428571,133.89285714285714
1991-05-13,7.214285714285714,165.14285714285714
1991-05-20,7.071428571428571,162.17857142857142
1991-05-27,6.821428571428571,130.96428571428572
1991-06-03,7.464285714285714,200.39285714285714
1991-06-10,9.238095238095237,167.35714285714286
1991-06-17,8.727272727272727,147.32142857142858
1991-06-24,9.285714285714286,125.10714285714286
1991-07-01,9.428571428571429,111.71428571428571
1991-07-08,9.428571428571429,136.71428571428572
1991-07-15,10.19047619047619,191.07142857142858
1991-07-22,9.055555555555555,116.20833333333333
